id,start,end,word
k5Y_838nuGo,53.940,54.100,just
k5Y_838nuGo,54.100,54.280,has
k5Y_838nuGo,54.280,54.420,a
k5Y_838nuGo,54.420,54.800,freakout
k5Y_838nuGo,54.800,55.060,moment
k5Y_838nuGo,55.060,55.200,and
k5Y_838nuGo,55.200,55.320,he
k5Y_838nuGo,55.320,55.760,realizes
k5Y_838nuGo,55.760,56.140,that
k5Y_838nuGo,56.140,56.740,this
k5Y_838nuGo,56.740,57.120,isn't
k5Y_838nuGo,57.120,57.320,he
k5Y_838nuGo,57.320,57.480,wants
k5Y_838nuGo,57.480,57.620,to
k5Y_838nuGo,57.620,57.740,be
k5Y_838nuGo,57.740,58.040,regular
k5Y_838nuGo,58.040,58.240,over
k5Y_838nuGo,58.240,58.760,again
k5Y_838nuGo,58.760,59.620,Blah
k5Y_838nuGo,59.620,59.800,blah
k5Y_838nuGo,59.800,60.080,blah
k5Y_838nuGo,60.080,60.360,kind
k5Y_838nuGo,60.360,60.760,of
k5Y_838nuGo,60.760,61.080,goes
k5Y_838nuGo,61.080,61.500,on
k5Y_838nuGo,61.500,61.980,He
k5Y_838nuGo,61.980,62.220,meets
k5Y_838nuGo,62.220,63.020,Rumpelstiltskin
k5Y_838nuGo,63.020,63.180,that
k5Y_838nuGo,63.180,63.300,he
k5Y_838nuGo,63.300,63.480,signs
k5Y_838nuGo,63.480,63.660,a
k5Y_838nuGo,63.660,64.040,contract
k5Y_838nuGo,64.040,64.300,for
k5Y_838nuGo,64.300,64.600,being
k5Y_838nuGo,64.600,64.920,one
k5Y_838nuGo,64.920,65.140,day
k5Y_838nuGo,65.140,65.260,as
k5Y_838nuGo,65.260,65.380,an
k5Y_838nuGo,65.380,65.480,ogre
k5Y_838nuGo,65.480,65.740,and
k5Y_838nuGo,65.740,65.880,he
k5Y_838nuGo,65.880,66.000,has
k5Y_838nuGo,66.000,66.160,to
k5Y_838nuGo,66.160,66.300,give
k5Y_838nuGo,66.300,66.460,up
k5Y_838nuGo,66.460,66.700,one
k5Y_838nuGo,66.700,67.000,day
k5Y_838nuGo,67.000,67.760,In
k5Y_838nuGo,67.760,67.940,his
k5Y_838nuGo,67.940,68.360,"past,"
k5Y_838nuGo,68.500,69.040,you
k5Y_838nuGo,69.040,69.220,"know,"
k5Y_838nuGo,69.240,69.440,like
k5Y_838nuGo,69.440,69.620,one
k5Y_838nuGo,69.620,69.820,day
k5Y_838nuGo,69.820,69.940,of
k5Y_838nuGo,69.940,70.020,his
k5Y_838nuGo,70.020,70.200,life
k5Y_838nuGo,70.200,70.320,that
k5Y_838nuGo,70.320,70.440,he
k5Y_838nuGo,70.440,70.760,wouldn't
k5Y_838nuGo,70.760,71.060,remember
k5Y_838nuGo,72.320,72.760,"Well,"
k5Y_838nuGo,72.760,73.200,Rumpelstiltskin
k5Y_838nuGo,73.200,73.460,is
k5Y_838nuGo,73.460,74.140,tricky
k5Y_838nuGo,74.140,74.900,and
k5Y_838nuGo,74.900,75.120,what
k5Y_838nuGo,75.120,75.420,happens
k5Y_838nuGo,75.420,75.780,is
k5Y_838nuGo,75.780,76.020,Shrek
k5Y_838nuGo,76.020,76.200,gets
k5Y_838nuGo,76.200,76.640,transported
k5Y_838nuGo,76.640,77.040,to
k5Y_838nuGo,77.040,77.320,Daisy
k5Y_838nuGo,77.320,77.520,a
k5Y_838nuGo,77.520,77.780,ogre
k5Y_838nuGo,77.780,78.060,But
k5Y_838nuGo,78.060,78.480,then
k5Y_838nuGo,78.480,79.140,he
k5Y_838nuGo,79.140,79.420,chose
k5Y_838nuGo,79.420,80.160,Rumpelstiltskin
k5Y_838nuGo,80.160,80.380,shows
k5Y_838nuGo,80.380,80.540,the
k5Y_838nuGo,80.540,80.680,day
k5Y_838nuGo,80.680,80.860,Shrek
k5Y_838nuGo,80.860,81.040,was
k5Y_838nuGo,81.040,81.320,born
k5Y_838nuGo,81.320,81.900,so
k5Y_838nuGo,81.900,82.040,that
k5Y_838nuGo,82.040,82.240,Shrek
k5Y_838nuGo,82.240,82.380,can
k5Y_838nuGo,82.380,82.500,never
k5Y_838nuGo,82.500,82.640,say
k5Y_838nuGo,82.640,82.880,Fiona
k5Y_838nuGo,83.520,83.960,He
k5Y_838nuGo,83.960,84.100,could
k5Y_838nuGo,84.100,84.240,be
k5Y_838nuGo,84.240,84.340,in
k5Y_838nuGo,84.340,84.460,charge
k5Y_838nuGo,84.460,84.620,of
k5Y_838nuGo,84.620,84.740,the
k5Y_838nuGo,84.740,84.940,castle
k5Y_838nuGo,84.940,85.180,of
k5Y_838nuGo,85.180,85.700,Rumpelstiltskin
k5Y_838nuGo,85.700,86.540,"basically,"
k5Y_838nuGo,86.540,87.000,that's
k5Y_838nuGo,87.000,87.260,it
k5Y_838nuGo,87.380,88.360,and
k5Y_838nuGo,88.360,88.540,I
k5Y_838nuGo,88.540,88.740,have
k5Y_838nuGo,88.740,88.880,to
k5Y_838nuGo,88.880,89.140,admit
k5Y_838nuGo,89.140,89.380,I
k5Y_838nuGo,90.690,91.050,I
k5Y_838nuGo,91.050,91.410,like
k5Y_838nuGo,91.410,91.750,Shrek.
k5Y_838nuGo,92.230,92.330,I
k5Y_838nuGo,92.330,92.530,do.
k5Y_838nuGo,92.710,92.730,I
k5Y_838nuGo,92.730,92.890,like
k5Y_838nuGo,92.890,93.050,the
k5Y_838nuGo,93.050,93.230,first
k5Y_838nuGo,93.230,93.430,two
k5Y_838nuGo,93.430,93.810,Shrek's
k5Y_838nuGo,93.810,93.950,quite
k5Y_838nuGo,93.950,94.070,a
k5Y_838nuGo,94.070,94.270,bit
k5Y_838nuGo,95.490,95.850,They've
k5Y_838nuGo,95.850,96.030,become
k5Y_838nuGo,96.030,96.470,quite
k5Y_838nuGo,96.470,96.570,a
k5Y_838nuGo,96.570,96.650,bit
k5Y_838nuGo,96.650,96.970,"overrated,"
k5Y_838nuGo,97.030,97.150,but
k5Y_838nuGo,97.150,97.250,the
k5Y_838nuGo,97.250,97.370,first
k5Y_838nuGo,97.370,97.550,two
k5Y_838nuGo,97.550,97.670,were
k5Y_838nuGo,97.670,97.870,pretty
k5Y_838nuGo,97.870,98.250,excellent
k5Y_838nuGo,98.250,98.430,The
k5Y_838nuGo,98.430,98.570,third
k5Y_838nuGo,98.570,98.750,one
k5Y_838nuGo,98.750,98.870,was
k5Y_838nuGo,98.870,98.970,a
k5Y_838nuGo,98.970,99.090,piece
k5Y_838nuGo,99.090,99.230,of
k5Y_838nuGo,99.230,99.470,crap
k5Y_838nuGo,99.470,100.050,and
k5Y_838nuGo,100.050,100.270,that's
k5Y_838nuGo,100.270,100.410,why
k5Y_838nuGo,100.410,100.490,I
k5Y_838nuGo,100.490,100.570,was
k5Y_838nuGo,100.570,100.690,not
k5Y_838nuGo,100.690,100.930,excited
k5Y_838nuGo,100.930,101.130,about
k5Y_838nuGo,101.130,101.250,the
k5Y_838nuGo,101.250,101.410,fourth
k5Y_838nuGo,101.410,101.850,one
k5Y_838nuGo,103.220,103.580,Which
k5Y_838nuGo,103.580,103.940,actually
k5Y_838nuGo,103.940,104.600,was
k5Y_838nuGo,104.600,104.840,really
k5Y_838nuGo,104.840,105.080,good.
k5Y_838nuGo,105.080,105.260,I
k5Y_838nuGo,105.260,105.400,did
k5Y_838nuGo,105.400,105.540,like
k5Y_838nuGo,105.540,105.680,the
k5Y_838nuGo,105.680,105.840,fourth
k5Y_838nuGo,105.840,106.060,one
k5Y_838nuGo,106.060,106.260,quite
k5Y_838nuGo,106.260,106.420,a
k5Y_838nuGo,106.420,106.600,bit
k5Y_838nuGo,108.420,108.780,I
k5Y_838nuGo,110.640,111.000,did
k5Y_838nuGo,111.000,111.320,enjoy
k5Y_838nuGo,111.320,111.560,it
k5Y_838nuGo,111.560,111.880,reminded
k5Y_838nuGo,111.880,112.100,me
k5Y_838nuGo,112.100,112.200,of
k5Y_838nuGo,112.200,112.280,the
k5Y_838nuGo,112.280,112.540,first
k5Y_838nuGo,112.540,112.740,one.
k5Y_838nuGo,112.820,112.840,I
k5Y_838nuGo,112.840,112.920,had
k5Y_838nuGo,112.920,113.040,the
k5Y_838nuGo,113.040,113.180,same
k5Y_838nuGo,113.180,113.360,kind
k5Y_838nuGo,113.360,113.480,of
k5Y_838nuGo,113.480,113.760,vibe
k5Y_838nuGo,113.760,113.960,as
k5Y_838nuGo,113.960,114.100,the
k5Y_838nuGo,114.100,114.300,first
k5Y_838nuGo,114.300,114.720,one
k5Y_838nuGo,114.720,114.900,and
k5Y_838nuGo,116.380,116.780,It
k5Y_838nuGo,116.780,117.180,just
k5Y_838nuGo,117.180,117.400,was
k5Y_838nuGo,117.400,117.760,better.
k5Y_838nuGo,117.880,118.020,Maybe
k5Y_838nuGo,118.020,118.160,it
k5Y_838nuGo,118.160,118.300,was
k5Y_838nuGo,118.300,118.400,the
k5Y_838nuGo,118.400,118.680,baby
k5Y_838nuGo,118.680,119.120,ogres
k5Y_838nuGo,119.120,119.880,Maybe
k5Y_838nuGo,119.880,120.560,bringing
k5Y_838nuGo,120.560,120.780,in
k5Y_838nuGo,120.780,120.880,the
k5Y_838nuGo,120.880,121.100,baby
k5Y_838nuGo,121.100,121.500,ogres
k5Y_838nuGo,121.500,121.840,really
k5Y_838nuGo,121.840,122.360,brought
k5Y_838nuGo,122.360,122.520,it
k5Y_838nuGo,122.520,122.820,down
k5Y_838nuGo,123.260,123.660,Because
k5Y_838nuGo,123.660,123.800,the
k5Y_838nuGo,123.800,124.000,first
k5Y_838nuGo,124.000,124.160,two
k5Y_838nuGo,124.160,124.320,were
k5Y_838nuGo,124.320,124.560,great
k5Y_838nuGo,124.560,124.780,and
k5Y_838nuGo,124.780,124.900,then
k5Y_838nuGo,124.900,125.000,they
k5Y_838nuGo,125.000,125.140,brought
k5Y_838nuGo,125.140,125.240,in
k5Y_838nuGo,125.240,125.340,the
k5Y_838nuGo,125.340,125.560,kids
k5Y_838nuGo,125.560,125.740,and
k5Y_838nuGo,125.740,125.860,it
k5Y_838nuGo,125.860,126.020,made
k5Y_838nuGo,126.020,126.120,it
k5Y_838nuGo,126.120,126.280,more
k5Y_838nuGo,126.280,126.600,kitty
k5Y_838nuGo,126.600,126.880,friendly
k5Y_838nuGo,126.880,127.360,movie
k5Y_838nuGo,127.360,128.100,The
k5Y_838nuGo,128.100,128.320,first
k5Y_838nuGo,128.320,128.540,two
k5Y_838nuGo,128.540,128.800,were
k5Y_838nuGo,128.800,129.140,kid
k5Y_838nuGo,129.140,129.440,"movies,"
k5Y_838nuGo,129.440,129.660,but
k5Y_838nuGo,129.660,129.780,they
k5Y_838nuGo,129.780,129.980,were
k5Y_838nuGo,129.980,130.240,had
k5Y_838nuGo,130.240,130.680,adult
k5Y_838nuGo,130.680,131.080,humor
k5Y_838nuGo,131.080,131.220,and
k5Y_838nuGo,131.220,131.380,some
k5Y_838nuGo,131.380,132.020,adults
k5Y_838nuGo,132.020,132.180,could
k5Y_838nuGo,132.180,132.580,appreciate
k5Y_838nuGo,132.580,132.900,and
k5Y_838nuGo,132.900,133.220,would
k5Y_838nuGo,133.220,133.400,go
k5Y_838nuGo,133.400,133.500,over
k5Y_838nuGo,133.500,133.580,the
k5Y_838nuGo,133.580,133.740,kids
k5Y_838nuGo,133.740,134.020,heads
k5Y_838nuGo,134.020,134.540,And
k5Y_838nuGo,134.540,134.640,this
k5Y_838nuGo,134.640,134.780,is
k5Y_838nuGo,134.780,134.920,what
k5Y_838nuGo,134.920,135.060,the
k5Y_838nuGo,135.060,135.260,fourth
k5Y_838nuGo,135.260,135.440,one
k5Y_838nuGo,135.440,135.580,kind
k5Y_838nuGo,135.580,135.680,of
k5Y_838nuGo,135.680,135.880,has
k5Y_838nuGo,135.880,136.080,the
k5Y_838nuGo,136.080,136.240,third
k5Y_838nuGo,136.240,136.440,one
k5Y_838nuGo,136.440,136.540,was
k5Y_838nuGo,136.540,136.740,more
k5Y_838nuGo,136.740,137.000,kid
k5Y_838nuGo,137.000,137.260,"humor,"
k5Y_838nuGo,137.260,137.500,though
k5Y_838nuGo,137.500,137.620,It
k5Y_838nuGo,137.620,137.780,didn't
k5Y_838nuGo,137.780,137.960,have
k5Y_838nuGo,137.960,138.160,that
k5Y_838nuGo,138.160,138.700,much
k5Y_838nuGo,139.160,139.560,adult
k5Y_838nuGo,139.560,139.960,humor
k5Y_838nuGo,139.960,140.140,in
k5Y_838nuGo,140.140,141.080,it
k5Y_838nuGo,141.700,142.100,But
k5Y_838nuGo,142.100,142.300,"yeah,"
k5Y_838nuGo,142.580,142.580,the
k5Y_838nuGo,142.580,142.700,fourth
k5Y_838nuGo,142.700,142.920,one
k5Y_838nuGo,142.920,143.100,it
k5Y_838nuGo,143.100,143.300,does
k5Y_838nuGo,143.300,143.660,have
k5Y_838nuGo,143.660,144.340,kid
k5Y_838nuGo,144.340,144.620,humor.
k5Y_838nuGo,144.720,144.800,It
k5Y_838nuGo,144.800,144.980,definitely
k5Y_838nuGo,144.980,145.200,is
k5Y_838nuGo,145.200,145.280,a
k5Y_838nuGo,145.280,145.380,kids
k5Y_838nuGo,145.380,145.620,"movie,"
k5Y_838nuGo,145.680,145.840,but
k5Y_838nuGo,145.840,145.940,it
k5Y_838nuGo,145.940,146.080,does
k5Y_838nuGo,146.080,146.240,have
k5Y_838nuGo,146.240,146.560,some
k5Y_838nuGo,146.560,146.940,adult
k5Y_838nuGo,146.940,147.180,humor.
k5Y_838nuGo,147.380,147.380,There
k5Y_838nuGo,147.380,147.520,was
k5Y_838nuGo,147.520,147.980,a
k5Y_838nuGo,147.980,148.760,Quote
k5Y_838nuGo,148.760,148.960,in
k5Y_838nuGo,148.960,149.080,this
k5Y_838nuGo,149.080,149.280,movie
k5Y_838nuGo,149.280,149.480,that
k5Y_838nuGo,149.480,150.020,sounded
k5Y_838nuGo,150.020,150.440,so
k5Y_838nuGo,150.440,150.700,dirty
k5Y_838nuGo,150.700,150.980,coming
k5Y_838nuGo,150.980,151.300,"out,"
k5Y_838nuGo,151.300,152.060,but
k5Y_838nuGo,152.060,152.140,it
k5Y_838nuGo,152.140,152.260,was
k5Y_838nuGo,152.260,152.540,great
k5Y_838nuGo,153.390,153.790,You
k5Y_838nuGo,153.790,153.910,want
k5Y_838nuGo,153.910,153.990,to
k5Y_838nuGo,153.990,154.150,know
k5Y_838nuGo,154.150,154.230,it
k5Y_838nuGo,154.230,154.390,is?
k5Y_838nuGo,154.890,154.890,Yes
k5Y_838nuGo,155.840,156.240,It's
k5Y_838nuGo,156.240,156.400,something
k5Y_838nuGo,156.400,156.620,about
k5Y_838nuGo,156.620,156.760,a
k5Y_838nuGo,156.760,157.040,waffle
k5Y_838nuGo,157.040,157.420,hole
k5Y_838nuGo,158.180,158.580,Am
k5Y_838nuGo,158.580,158.700,I
k5Y_838nuGo,158.700,158.820,the
k5Y_838nuGo,158.820,158.960,only
k5Y_838nuGo,158.960,159.240,one
k5Y_838nuGo,159.240,159.640,am
k5Y_838nuGo,159.640,159.780,I
k5Y_838nuGo,159.780,160.140,perverted
k5Y_838nuGo,160.140,160.460,enough
k5Y_838nuGo,160.460,160.620,to
k5Y_838nuGo,160.620,160.780,think
k5Y_838nuGo,160.780,160.920,that
k5Y_838nuGo,160.920,161.040,that
k5Y_838nuGo,161.040,161.240,sounds
k5Y_838nuGo,161.240,161.540,dirty
k5Y_838nuGo,161.540,161.720,because
k5Y_838nuGo,161.720,161.840,it
k5Y_838nuGo,161.840,162.120,totally
k5Y_838nuGo,162.120,162.520,does
k5Y_838nuGo,162.520,162.980,waffle
k5Y_838nuGo,162.980,163.420,hole
k5Y_838nuGo,163.420,164.080,It
k5Y_838nuGo,164.080,164.540,had
k5Y_838nuGo,164.540,164.700,me
k5Y_838nuGo,164.700,165.040,laughing
k5Y_838nuGo,165.040,165.260,out
k5Y_838nuGo,165.260,165.460,loud
k5Y_838nuGo,165.460,165.680,and
k5Y_838nuGo,165.680,165.900,I
k5Y_838nuGo,165.900,166.420,don't
k5Y_838nuGo,166.420,166.560,think
k5Y_838nuGo,166.560,166.720,that
k5Y_838nuGo,166.720,166.860,many
k5Y_838nuGo,166.860,166.940,of
k5Y_838nuGo,166.940,167.000,the
k5Y_838nuGo,167.000,167.160,people
k5Y_838nuGo,167.160,167.320,were
k5Y_838nuGo,167.320,167.600,laughing
k5Y_838nuGo,167.600,167.860,about
k5Y_838nuGo,167.860,168.120,"it,"
k5Y_838nuGo,168.120,168.540,but
k5Y_838nuGo,168.540,168.660,I
k5Y_838nuGo,168.660,168.860,was
k5Y_838nuGo,169.340,169.800,a
k5Y_838nuGo,169.800,170.600,creepy
k5Y_838nuGo,172.300,172.760,17
k5Y_838nuGo,172.760,172.960,year
k5Y_838nuGo,172.960,173.240,old
k5Y_838nuGo,173.240,173.420,in
k5Y_838nuGo,173.420,173.520,the
k5Y_838nuGo,173.520,173.940,audience
k5Y_838nuGo,174.620,175.080,with
k5Y_838nuGo,175.080,175.540,her
k5Y_838nuGo,175.540,175.960,cousins
k5Y_838nuGo,175.960,176.260,who
k5Y_838nuGo,176.260,176.400,are
k5Y_838nuGo,176.400,176.760,five
k5Y_838nuGo,176.760,177.120,and
k5Y_838nuGo,177.120,177.900,four
k5Y_838nuGo,177.900,178.200,and
k5Y_838nuGo,179.520,179.980,Yeah
k5Y_838nuGo,181.240,181.700,That's
k5Y_838nuGo,181.700,181.800,what
k5Y_838nuGo,181.800,182.260,happened
k5Y_838nuGo,183.500,183.960,But
k5Y_838nuGo,184.020,184.480,"yeah,"
k5Y_838nuGo,184.480,184.960,it's
k5Y_838nuGo,184.960,185.260,it's
k5Y_838nuGo,185.260,185.600,better
k5Y_838nuGo,185.600,185.820,than
k5Y_838nuGo,185.820,185.940,the
k5Y_838nuGo,185.940,186.060,third
k5Y_838nuGo,186.060,186.220,one.
k5Y_838nuGo,186.340,186.800,Absolutely
k5Y_838nuGo,186.800,187.080,I
k5Y_838nuGo,187.080,187.300,didn't
k5Y_838nuGo,187.300,187.440,see
k5Y_838nuGo,187.440,187.540,it
k5Y_838nuGo,187.540,187.600,in
k5Y_838nuGo,187.600,187.860,3d
k5Y_838nuGo,187.860,188.120,because
k5Y_838nuGo,188.120,188.380,my
k5Y_838nuGo,188.380,188.640,one
k5Y_838nuGo,188.640,188.700,of
k5Y_838nuGo,188.700,188.800,my
k5Y_838nuGo,188.800,189.020,cousins
k5Y_838nuGo,189.020,189.340,doesn't
k5Y_838nuGo,189.340,189.460,like
k5Y_838nuGo,189.460,189.600,the
k5Y_838nuGo,189.600,189.900,glasses
k5Y_838nuGo,189.900,190.300,so
k5Y_838nuGo,190.300,190.400,we
k5Y_838nuGo,190.400,190.500,didn't
k5Y_838nuGo,190.500,190.600,go
k5Y_838nuGo,190.600,190.740,see
k5Y_838nuGo,190.740,190.840,it
k5Y_838nuGo,190.840,191.380,3d
k5Y_838nuGo,191.380,191.880,and
k5Y_838nuGo,191.880,192.000,I
k5Y_838nuGo,192.000,192.240,think
k5Y_838nuGo,192.240,193.120,Judging
k5Y_838nuGo,193.120,193.400,by
k5Y_838nuGo,193.400,193.580,some
k5Y_838nuGo,193.580,193.680,of
k5Y_838nuGo,193.680,193.780,the
k5Y_838nuGo,193.780,194.020,effects
k5Y_838nuGo,194.020,194.220,they
k5Y_838nuGo,194.220,194.360,use.
k5Y_838nuGo,194.360,194.500,I
k5Y_838nuGo,194.500,194.620,think
k5Y_838nuGo,194.620,194.760,the
k5Y_838nuGo,194.760,194.900,three
k5Y_838nuGo,194.900,195.080,would
k5Y_838nuGo,195.080,195.160,have
k5Y_838nuGo,195.160,195.280,been
k5Y_838nuGo,195.280,195.440,pretty
k5Y_838nuGo,195.440,195.840,good
k5Y_838nuGo,195.840,196.460,Some
k5Y_838nuGo,196.460,196.560,of
k5Y_838nuGo,196.560,196.680,the
k5Y_838nuGo,196.680,197.000,"visuals,"
k5Y_838nuGo,197.000,197.440,you
k5Y_838nuGo,197.440,197.540,know
k5Y_838nuGo,197.540,197.760,looked
k5Y_838nuGo,197.760,198.080,great.
k5Y_838nuGo,198.320,198.780,So
k5Y_838nuGo,198.780,199.000,anyway
k5Y_838nuGo,199.580,200.020,back
k5Y_838nuGo,200.020,200.180,to
k5Y_838nuGo,200.180,200.480,Shrek
k5Y_838nuGo,203.460,203.900,One
k5Y_838nuGo,203.900,204.140,a
k5Y_838nuGo,204.140,204.320,couple
k5Y_838nuGo,204.320,204.960,problems.
k5Y_838nuGo,205.020,205.460,I
k5Y_838nuGo,205.460,205.600,think
k5Y_838nuGo,205.600,205.720,I
k5Y_838nuGo,205.720,205.920,had
k5Y_838nuGo,205.920,206.060,like
k5Y_838nuGo,206.060,206.380,well
k5Y_838nuGo,206.380,206.540,"Yeah,"
k5Y_838nuGo,206.560,206.740,two
k5Y_838nuGo,206.740,207.160,problems
k5Y_838nuGo,207.160,207.420,that
k5Y_838nuGo,207.420,207.520,I
k5Y_838nuGo,207.520,207.640,can
k5Y_838nuGo,207.640,208.120,remember
k5Y_838nuGo,208.120,208.440,the
k5Y_838nuGo,208.440,208.600,other
k5Y_838nuGo,208.600,208.800,ones
k5Y_838nuGo,208.800,208.920,were
k5Y_838nuGo,208.920,209.100,just
k5Y_838nuGo,209.100,209.240,kind
k5Y_838nuGo,209.240,209.340,of
k5Y_838nuGo,209.340,209.520,fired
k5Y_838nuGo,209.520,209.740,off
k5Y_838nuGo,209.740,209.840,to
k5Y_838nuGo,209.840,209.920,the
k5Y_838nuGo,209.920,210.120,point
