id,start,end,word
8d-gEyoeBzc,89.530,89.670,to
8d-gEyoeBzc,89.670,89.790,care
8d-gEyoeBzc,89.790,90.030,about
8d-gEyoeBzc,90.030,90.330,him
8d-gEyoeBzc,90.330,90.570,and
8d-gEyoeBzc,92.370,92.850,The
8d-gEyoeBzc,92.850,93.050,guy
8d-gEyoeBzc,93.050,93.170,on
8d-gEyoeBzc,93.170,93.350,death
8d-gEyoeBzc,93.350,93.570,row
8d-gEyoeBzc,93.570,93.790,was
8d-gEyoeBzc,93.790,93.930,an
8d-gEyoeBzc,93.930,94.410,interesting
8d-gEyoeBzc,94.410,95.270,character
8d-gEyoeBzc,96.760,97.240,He
8d-gEyoeBzc,97.240,97.360,had
8d-gEyoeBzc,97.360,97.620,some
8d-gEyoeBzc,98.240,98.720,"Funny,"
8d-gEyoeBzc,98.780,99.020,"yeah,"
8d-gEyoeBzc,99.100,99.200,a
8d-gEyoeBzc,99.200,99.360,few
8d-gEyoeBzc,99.360,99.860,one
8d-gEyoeBzc,99.860,100.220,-liners
8d-gEyoeBzc,100.220,100.520,little
8d-gEyoeBzc,100.520,100.800,quite
8d-gEyoeBzc,100.800,101.560,quite
8d-gEyoeBzc,101.560,101.960,funny.
8d-gEyoeBzc,102.360,102.840,The
8d-gEyoeBzc,102.840,102.960,other
8d-gEyoeBzc,102.960,103.380,ones
8d-gEyoeBzc,105.360,105.840,"unfortunately,"
8d-gEyoeBzc,105.840,106.320,I
8d-gEyoeBzc,106.320,106.520,think
8d-gEyoeBzc,106.520,107.280,in
8d-gEyoeBzc,107.280,107.400,the
8d-gEyoeBzc,107.400,107.760,writing
8d-gEyoeBzc,107.760,108.300,somewhere
8d-gEyoeBzc,108.300,108.560,they
8d-gEyoeBzc,109.580,110.060,They
8d-gEyoeBzc,110.060,110.280,just
8d-gEyoeBzc,110.280,111.340,weren't
8d-gEyoeBzc,111.340,112.160,Developed
8d-gEyoeBzc,112.160,112.380,enough
8d-gEyoeBzc,112.380,112.740,for
8d-gEyoeBzc,112.740,112.820,you
8d-gEyoeBzc,112.820,112.940,to
8d-gEyoeBzc,112.940,113.140,care
8d-gEyoeBzc,113.140,113.420,about
8d-gEyoeBzc,113.420,114.040,them
8d-gEyoeBzc,114.040,114.840,And
8d-gEyoeBzc,114.840,114.960,that
8d-gEyoeBzc,114.960,115.360,includes
8d-gEyoeBzc,115.360,116.420,as
8d-gEyoeBzc,116.420,116.540,it
8d-gEyoeBzc,116.540,116.800,toed
8d-gEyoeBzc,116.800,116.960,for
8d-gEyoeBzc,116.960,117.240,grace.
8d-gEyoeBzc,117.320,117.620,I
8d-gEyoeBzc,117.620,117.780,think
8d-gEyoeBzc,117.780,117.980,that's
8d-gEyoeBzc,117.980,118.060,his
8d-gEyoeBzc,118.060,118.280,name.
8d-gEyoeBzc,118.280,118.580,It
8d-gEyoeBzc,118.580,118.860,includes
8d-gEyoeBzc,118.860,119.120,his
8d-gEyoeBzc,119.120,119.640,character.
8d-gEyoeBzc,120.740,121.260,I
8d-gEyoeBzc,121.260,121.360,just
8d-gEyoeBzc,121.360,121.580,didn't
8d-gEyoeBzc,121.580,121.740,think
8d-gEyoeBzc,121.740,121.900,it
8d-gEyoeBzc,121.900,122.040,was
8d-gEyoeBzc,122.040,122.260,well
8d-gEyoeBzc,122.260,122.700,developed
8d-gEyoeBzc,122.700,123.080,enough
8d-gEyoeBzc,123.080,123.340,and
8d-gEyoeBzc,125.020,125.540,"Also,"
8d-gEyoeBzc,125.540,126.000,I
8d-gEyoeBzc,126.000,126.360,include
8d-gEyoeBzc,126.360,126.600,in
8d-gEyoeBzc,126.600,126.760,that
8d-gEyoeBzc,126.760,127.020,Lawrence
8d-gEyoeBzc,127.020,127.660,Fishburne's
8d-gEyoeBzc,127.660,127.900,character
8d-gEyoeBzc,127.900,128.100,as
8d-gEyoeBzc,128.100,128.320,well
8d-gEyoeBzc,128.320,128.640,who
8d-gEyoeBzc,128.640,129.140,I
8d-gEyoeBzc,129.140,129.500,think
8d-gEyoeBzc,130.220,130.740,Rodriguez
8d-gEyoeBzc,130.740,131.120,when
8d-gEyoeBzc,131.120,131.240,he
8d-gEyoeBzc,131.240,131.440,wrote
8d-gEyoeBzc,131.440,131.600,the
8d-gEyoeBzc,131.600,132.100,wrote
8d-gEyoeBzc,132.100,132.300,the
8d-gEyoeBzc,132.300,132.520,movie
8d-gEyoeBzc,132.520,132.740,was
8d-gEyoeBzc,132.740,132.980,going
8d-gEyoeBzc,132.980,133.240,for
8d-gEyoeBzc,133.240,133.340,a
8d-gEyoeBzc,133.340,133.640,Marlon
8d-gEyoeBzc,133.640,134.120,Brando
8d-gEyoeBzc,134.120,134.560,apocalypse
8d-gEyoeBzc,134.560,134.920,now
8d-gEyoeBzc,134.920,135.240,type
8d-gEyoeBzc,135.240,135.420,of
8d-gEyoeBzc,135.420,135.740,"character,"
8d-gEyoeBzc,135.840,135.980,but
8d-gEyoeBzc,135.980,136.100,I
8d-gEyoeBzc,136.100,136.500,actually
8d-gEyoeBzc,136.500,136.880,found
8d-gEyoeBzc,138.460,138.980,When
8d-gEyoeBzc,138.980,139.240,he's
8d-gEyoeBzc,139.240,139.420,seen
8d-gEyoeBzc,139.420,139.700,come
8d-gEyoeBzc,139.700,139.880,up
8d-gEyoeBzc,139.880,140.020,it
8d-gEyoeBzc,140.020,140.340,slowed
8d-gEyoeBzc,140.340,140.560,the
8d-gEyoeBzc,140.560,140.780,movie
8d-gEyoeBzc,140.780,141.300,down
8d-gEyoeBzc,142.310,142.630,And
8d-gEyoeBzc,142.630,143.050,this
8d-gEyoeBzc,143.050,143.170,is
8d-gEyoeBzc,143.170,143.290,the
8d-gEyoeBzc,143.290,143.610,problem
8d-gEyoeBzc,145.540,146.180,We've
8d-gEyoeBzc,146.180,146.680,predator
8d-gEyoeBzc,146.680,147.220,to
8d-gEyoeBzc,147.220,147.740,predators
8d-gEyoeBzc,147.740,148.220,compared
8d-gEyoeBzc,148.220,148.420,to
8d-gEyoeBzc,148.420,148.940,predator
8d-gEyoeBzc,148.940,149.660,predator
8d-gEyoeBzc,149.660,150.000,is
8d-gEyoeBzc,150.000,150.320,really
8d-gEyoeBzc,150.320,150.580,well
8d-gEyoeBzc,150.580,150.820,-paced
8d-gEyoeBzc,150.820,151.260,movie
8d-gEyoeBzc,151.260,151.680,and
8d-gEyoeBzc,151.680,151.860,it
8d-gEyoeBzc,151.860,152.120,picks
8d-gEyoeBzc,152.120,152.540,up
8d-gEyoeBzc,152.540,153.440,speed
8d-gEyoeBzc,153.440,153.700,and
8d-gEyoeBzc,153.700,154.100,never
8d-gEyoeBzc,154.100,154.340,lets
8d-gEyoeBzc,154.340,154.820,go
8d-gEyoeBzc,155.480,155.880,Even
8d-gEyoeBzc,155.880,156.100,in
8d-gEyoeBzc,156.100,156.320,even
8d-gEyoeBzc,156.320,156.520,in
8d-gEyoeBzc,156.520,156.640,the
8d-gEyoeBzc,156.640,156.860,scenes
8d-gEyoeBzc,156.860,157.120,like
8d-gEyoeBzc,157.120,157.320,where
8d-gEyoeBzc,157.320,157.640,they
8d-gEyoeBzc,157.640,158.060,they
8d-gEyoeBzc,158.060,158.580,slowed
8d-gEyoeBzc,158.580,158.880,"it,"
8d-gEyoeBzc,158.880,159.080,you
8d-gEyoeBzc,159.080,159.180,"know,"
8d-gEyoeBzc,159.180,159.380,they're
8d-gEyoeBzc,159.380,159.520,meant
8d-gEyoeBzc,159.520,159.800,to
8d-gEyoeBzc,159.800,160.520,have
8d-gEyoeBzc,160.520,160.720,some
8d-gEyoeBzc,160.720,161.200,dialogue
8d-gEyoeBzc,161.200,161.740,and
8d-gEyoeBzc,161.740,162.260,and
8d-gEyoeBzc,162.260,163.060,Talk
8d-gEyoeBzc,163.060,163.280,about
8d-gEyoeBzc,163.280,163.500,what's
8d-gEyoeBzc,163.500,163.720,going
8d-gEyoeBzc,163.720,164.220,on.
8d-gEyoeBzc,164.280,164.920,You
8d-gEyoeBzc,164.920,165.160,never
8d-gEyoeBzc,165.160,165.360,felt
8d-gEyoeBzc,165.360,165.500,the
8d-gEyoeBzc,165.500,165.740,movie
8d-gEyoeBzc,165.740,166.080,slowed
8d-gEyoeBzc,166.080,166.480,down
8d-gEyoeBzc,166.480,166.660,Where
8d-gEyoeBzc,166.660,166.800,is
8d-gEyoeBzc,166.800,166.940,it
8d-gEyoeBzc,166.940,167.160,you
8d-gEyoeBzc,167.160,167.620,in
8d-gEyoeBzc,167.620,167.740,the
8d-gEyoeBzc,167.740,167.940,middle
8d-gEyoeBzc,167.940,168.120,of
8d-gEyoeBzc,168.120,168.380,this
8d-gEyoeBzc,168.380,168.620,where
8d-gEyoeBzc,168.620,168.840,they
8d-gEyoeBzc,168.840,169.040,they
8d-gEyoeBzc,169.040,169.300,meet
8d-gEyoeBzc,169.300,169.480,up
8d-gEyoeBzc,169.480,169.840,with
8d-gEyoeBzc,169.840,170.560,Lance
8d-gEyoeBzc,170.560,171.120,Fishburne's
8d-gEyoeBzc,171.120,171.520,character?
8d-gEyoeBzc,171.960,172.480,It
8d-gEyoeBzc,172.480,172.740,does
8d-gEyoeBzc,172.740,173.000,slow
8d-gEyoeBzc,173.000,173.260,down
8d-gEyoeBzc,173.260,173.360,a
8d-gEyoeBzc,173.360,173.560,great
8d-gEyoeBzc,173.560,173.900,deal.
8d-gEyoeBzc,174.100,174.120,I
8d-gEyoeBzc,174.120,174.340,didn't
8d-gEyoeBzc,174.340,174.520,really
8d-gEyoeBzc,174.520,174.920,feel
8d-gEyoeBzc,175.860,176.380,The
8d-gEyoeBzc,176.380,176.740,inclusion
8d-gEyoeBzc,176.740,176.900,of
8d-gEyoeBzc,176.900,177.000,his
8d-gEyoeBzc,177.000,177.300,character
8d-gEyoeBzc,177.300,177.500,was
8d-gEyoeBzc,177.500,178.060,necessary.
8d-gEyoeBzc,178.240,178.760,It
8d-gEyoeBzc,178.760,178.920,could
8d-gEyoeBzc,178.920,179.020,have
8d-gEyoeBzc,179.020,179.140,been
8d-gEyoeBzc,179.140,179.360,written
8d-gEyoeBzc,179.360,179.680,out.
8d-gEyoeBzc,179.700,180.040,I
8d-gEyoeBzc,180.040,180.200,know
8d-gEyoeBzc,180.200,180.400,he
8d-gEyoeBzc,180.400,180.540,was
8d-gEyoeBzc,180.540,180.780,there
8d-gEyoeBzc,180.780,181.160,to
8d-gEyoeBzc,182.580,183.100,Give
8d-gEyoeBzc,183.100,183.620,the
8d-gEyoeBzc,183.620,184.060,main
8d-gEyoeBzc,184.060,184.600,characters
8d-gEyoeBzc,184.600,185.000,some
8d-gEyoeBzc,185.000,185.500,information
8d-gEyoeBzc,185.500,185.820,on
8d-gEyoeBzc,185.820,186.380,who
8d-gEyoeBzc,186.380,186.620,these
8d-gEyoeBzc,186.620,187.140,new
8d-gEyoeBzc,187.140,187.880,predators
8d-gEyoeBzc,187.880,188.320,are
8d-gEyoeBzc,188.320,188.440,and
8d-gEyoeBzc,188.440,188.580,what
8d-gEyoeBzc,188.580,188.740,they're
8d-gEyoeBzc,188.740,189.040,about
8d-gEyoeBzc,189.040,189.360,but
8d-gEyoeBzc,191.250,191.770,For
8d-gEyoeBzc,191.770,191.910,the
8d-gEyoeBzc,191.910,192.310,information
8d-gEyoeBzc,192.310,192.510,he
8d-gEyoeBzc,192.510,192.790,gave
8d-gEyoeBzc,192.790,193.110,it
8d-gEyoeBzc,193.110,193.770,really
8d-gEyoeBzc,193.770,193.970,It
8d-gEyoeBzc,193.970,195.190,really
8d-gEyoeBzc,195.190,195.430,was
8d-gEyoeBzc,195.430,196.030,superficial.
8d-gEyoeBzc,196.350,196.370,It
8d-gEyoeBzc,196.370,196.610,wasn't
8d-gEyoeBzc,196.610,196.930,really
8d-gEyoeBzc,196.930,198.010,needed.
8d-gEyoeBzc,198.390,198.390,I
8d-gEyoeBzc,198.390,198.550,don't
8d-gEyoeBzc,198.550,198.850,think
8d-gEyoeBzc,198.850,199.850,it
8d-gEyoeBzc,199.850,200.070,didn't
8d-gEyoeBzc,200.070,200.330,really
8d-gEyoeBzc,200.330,200.590,tell
8d-gEyoeBzc,200.590,200.830,me
8d-gEyoeBzc,200.830,200.990,the
8d-gEyoeBzc,200.990,201.330,viewer
8d-gEyoeBzc,202.050,202.350,Anything
8d-gEyoeBzc,202.350,202.750,new
8d-gEyoeBzc,202.750,203.030,about
8d-gEyoeBzc,203.030,203.250,what
8d-gEyoeBzc,203.250,203.350,I
8d-gEyoeBzc,203.350,203.490,know
8d-gEyoeBzc,203.490,203.750,about
8d-gEyoeBzc,203.750,204.470,the
8d-gEyoeBzc,204.470,204.870,predator
8d-gEyoeBzc,204.870,205.050,of
8d-gEyoeBzc,205.050,205.210,the
8d-gEyoeBzc,205.210,205.510,alien
8d-gEyoeBzc,205.510,205.950,itself
8d-gEyoeBzc,207.990,208.590,And
8d-gEyoeBzc,208.590,209.190,this
8d-gEyoeBzc,209.190,209.330,is
8d-gEyoeBzc,209.330,209.570,another
8d-gEyoeBzc,209.570,209.870,problem
8d-gEyoeBzc,209.870,210.070,with
8d-gEyoeBzc,210.070,210.350,the
8d-gEyoeBzc,210.350,210.950,predators.
8d-gEyoeBzc,212.490,213.090,I
8d-gEyoeBzc,213.090,213.510,Just
8d-gEyoeBzc,213.510,213.790,think
8d-gEyoeBzc,213.790,214.290,three
8d-gEyoeBzc,214.290,214.450,is
8d-gEyoeBzc,214.450,214.630,too
8d-gEyoeBzc,214.630,215.050,many
8d-gEyoeBzc,215.750,216.350,three
8d-gEyoeBzc,216.350,216.830,bad
8d-gEyoeBzc,216.830,217.050,guy
8d-gEyoeBzc,217.050,217.370,predators
8d-gEyoeBzc,217.370,217.690,too
8d-gEyoeBzc,217.690,217.970,many
8d-gEyoeBzc,217.970,218.890,the
8d-gEyoeBzc,218.890,219.530,the
8d-gEyoeBzc,219.530,219.890,it
8d-gEyoeBzc,219.890,220.330,kind
8d-gEyoeBzc,220.330,220.470,of
8d-gEyoeBzc,220.470,220.690,sort
8d-gEyoeBzc,220.690,220.990,of
8d-gEyoeBzc,220.990,221.890,Took
8d-gEyoeBzc,221.890,222.150,away
8d-gEyoeBzc,222.150,222.410,from
8d-gEyoeBzc,222.410,222.750,the
8d-gEyoeBzc,222.750,223.110,the
8d-gEyoeBzc,223.110,223.490,creature
8d-gEyoeBzc,223.490,223.950,itself
8d-gEyoeBzc,223.950,224.410,that
8d-gEyoeBzc,224.410,224.610,was
8d-gEyoeBzc,225.310,225.830,built
8d-gEyoeBzc,225.830,226.050,up
8d-gEyoeBzc,226.050,226.190,in
8d-gEyoeBzc,226.190,226.310,the
8d-gEyoeBzc,226.310,226.590,first
8d-gEyoeBzc,226.590,226.930,one
8d-gEyoeBzc,228.050,228.690,The
8d-gEyoeBzc,228.690,228.950,first
8d-gEyoeBzc,228.950,229.270,one
8d-gEyoeBzc,229.270,229.990,was
8d-gEyoeBzc,229.990,230.410,made
8d-gEyoeBzc,230.410,230.590,to
8d-gEyoeBzc,230.590,230.750,look
8d-gEyoeBzc,230.750,230.970,like
8d-gEyoeBzc,230.970,231.190,this
8d-gEyoeBzc,231.190,231.870,creature
8d-gEyoeBzc,231.870,232.150,was
8d-gEyoeBzc,232.150,232.310,the
8d-gEyoeBzc,232.310,232.710,baddest
8d-gEyoeBzc,232.710,232.870,thing
8d-gEyoeBzc,232.870,233.010,in
8d-gEyoeBzc,233.010,233.110,the
8d-gEyoeBzc,233.110,233.570,universe
8d-gEyoeBzc,233.570,233.870,and
8d-gEyoeBzc,233.870,233.970,it
8d-gEyoeBzc,233.970,234.090,could
8d-gEyoeBzc,234.090,234.310,take
8d-gEyoeBzc,234.310,234.450,it
8d-gEyoeBzc,234.450,234.850,an
8d-gEyoeBzc,234.850,235.210,entire
8d-gEyoeBzc,235.210,235.510,crack
8d-gEyoeBzc,235.510,235.910,team
8d-gEyoeBzc,235.910,236.270,of
8d-gEyoeBzc,236.270,236.950,commandos
8d-gEyoeBzc,237.630,238.270,Whereas
8d-gEyoeBzc,238.270,238.910,in
8d-gEyoeBzc,238.910,239.090,this
8d-gEyoeBzc,239.090,239.550,one
8d-gEyoeBzc,242.170,242.810,Because
8d-gEyoeBzc,242.810,243.210,obviously
8d-gEyoeBzc,243.210,243.410,got
8d-gEyoeBzc,243.410,244.570,three
8d-gEyoeBzc,244.570,244.810,of
8d-gEyoeBzc,244.810,245.130,them
8d-gEyoeBzc,248.580,249.100,Not
8d-gEyoeBzc,249.100,249.880,They're
8d-gEyoeBzc,249.880,249.980,not
8d-gEyoeBzc,249.980,250.360,always
8d-gEyoeBzc,250.360,250.680,they're
8d-gEyoeBzc,250.680,250.760,not
8d-gEyoeBzc,250.760,251.020,always
8d-gEyoeBzc,251.020,251.220,made
8d-gEyoeBzc,251.220,251.440,to
8d-gEyoeBzc,251.440,251.660,look
8d-gEyoeBzc,251.660,252.240,as
8d-gEyoeBzc,252.240,252.820,badass
8d-gEyoeBzc,252.820,253.440,as
8d-gEyoeBzc,253.440,253.760,as
